dataset,exam,sequence,file,slice_index,psnr,ssim
data_2,D2-019,T1,D2-019_T1FS,74,8.961666,0.170688
data_2,D2-019,T1,D2-019_T1FS,75,9.078411,0.170093
data_2,D2-019,T1,D2-019_T1FS,76,8.893007,0.170001
data_2,D2-019,T1,D2-019_T1FS,77,8.849965,0.168563
data_2,D2-019,T1,D2-019_T1FS,78,8.567790,0.166968
data_2,D2-019,T1,D2-019_T1FS,79,8.324145,0.165899
data_2,D2-019,T1,D2-019_T1FS,80,8.152825,0.164136
data_2,D2-019,T1,D2-019_T1FS,81,7.809997,0.162821
data_2,D2-019,T1,D2-019_T1FS,82,7.742597,0.161618
data_2,D2-019,T1,D2-019_T1FS,83,7.845456,0.160307
data_2,D2-019,T1,D2-019_T1FS,84,7.925913,0.159163
data_2,D2-019,T2,D2-019_T2FS,0,9.632154,0.174796
data_2,D2-019,T2,D2-019_T2FS,1,8.110270,0.166103
data_2,D2-019,T2,D2-019_T2FS,2,7.541355,0.165308
data_2,D2-019,T2,D2-019_T2FS,3,8.456721,0.172152
data_2,D2-019,T2,D2-019_T2FS,4,9.307762,0.180236
data_2,D2-019,T2,D2-019_T2FS,5,9.926656,0.187464
data_2,D2-019,T2,D2-019_T2FS,6,10.553700,0.193465
data_2,D2-019,T2,D2-019_T2FS,7,10.984352,0.198679
data_2,D2-019,T2,D2-019_T2FS,8,11.283442,0.201521
data_2,D2-019,T2,D2-019_T2FS,9,11.214740,0.200678
data_2,D2-019,T2,D2-019_T2FS,10,9.991952,0.193855
data_2,D2-019,T2,D2-019_T2FS,11,10.070191,0.193991
data_2,D2-019,T2,D2-019_T2FS,12,11.514085,0.201304
data_2,D2-019,T2,D2-019_T2FS,13,12.884803,0.209245
data_2,D2-019,T2,D2-019_T2FS,14,14.858915,0.238278
data_2,D2-019,T2,D2-019_T2FS,15,13.881356,0.248519
data_2,D2-019,T2,D2-019_T2FS,16,13.149248,0.246891
data_2,D2-019,T2,D2-019_T2FS,17,12.771235,0.244835
data_2,D2-019,T2,D2-019_T2FS,18,13.337367,0.244775
data_2,D2-019,T2,D2-019_T2FS,19,14.658462,0.240875
data_2,D2-019,T2,D2-019_T2FS,20,13.713383,0.213095
data_2,D2-019,T2,D2-019_T2FS,21,12.783784,0.209459
data_2,D2-019,T2,D2-019_T2FS,22,12.517790,0.207967
data_2,D2-019,T2,D2-019_T2FS,23,12.067381,0.208453
data_2,D2-019,T2,D2-019_T2FS,24,13.675759,0.215501
data_2,D2-019,T2,D2-019_T2FS,25,14.229326,0.217078
data_2,D2-019,T2,D2-019_T2FS,26,14.268160,0.211291
data_2,D2-019,T2,D2-019_T2FS,27,11.952089,0.196841
data_2,D2-019,T2,D2-019_T2FS,28,12.058115,0.195136
data_2,D2-019,T2,D2-019_T2FS,29,11.829845,0.194399
data_2,D2-019,T2,D2-019_T2FS,30,11.615467,0.193573
data_2,D2-019,T2,D2-019_T2FS,31,11.647406,0.191150
data_2,D2-019,T2,D2-019_T2FS,32,11.440118,0.189794
data_2,D2-019,T2,D2-019_T2FS,33,11.502873,0.185438
data_2,D2-019,T2,D2-019_T2FS,34,11.741312,0.183146
data_2,D2-019,T2,D2-019_T2FS,35,11.369857,0.175625
data_2,D2-020,T1,D2-020_T1,0,5.579354,0.090641
data_2,D2-020,T1,D2-020_T1,1,5.623847,0.088844
data_2,D2-020,T1,D2-020_T1,2,5.700139,0.087423
data_2,D2-020,T1,D2-020_T1,3,5.894778,0.086085
data_2,D2-020,T1,D2-020_T1,4,6.165190,0.084356
data_2,D2-020,T1,D2-020_T1,5,6.375479,0.082415
data_2,D2-020,T1,D2-020_T1,6,6.483248,0.080702
data_2,D2-020,T1,D2-020_T1,7,6.637645,0.079835
data_2,D2-020,T1,D2-020_T1,8,6.753983,0.078633
data_2,D2-020,T1,D2-020_T1,9,7.043607,0.077732
data_2,D2-020,T1,D2-020_T1,10,7.248350,0.077754
data_2,D2-020,T1,D2-020_T1,11,7.391413,0.077972
data_2,D2-020,T1,D2-020_T1,12,7.465606,0.077515
data_2,D2-020,T1,D2-020_T1,13,7.500632,0.077159
data_2,D2-020,T1,D2-020_T1,14,7.604497,0.077682
data_2,D2-020,T1,D2-020_T1,15,7.730166,0.078670
data_2,D2-020,T1,D2-020_T1,16,7.691012,0.079665
data_2,D2-020,T1,D2-020_T1,17,7.774899,0.080969
data_2,D2-020,T1,D2-020_T1,18,8.007431,0.081466
data_2,D2-020,T1,D2-020_T1,19,8.194265,0.081948
data_2,D2-020,T1,D2-020_T1,20,8.236372,0.082228
data_2,D2-020,T1,D2-020_T1,21,8.461406,0.082716
data_2,D2-020,T1,D2-020_T1,22,8.733587,0.084762
data_2,D2-020,T1,D2-020_T1,23,8.980150,0.086209
data_2,D2-020,T1,D2-020_T1,24,9.031082,0.086914
data_2,D2-020,T1,D2-020_T1,25,9.081764,0.087621
data_2,D2-020,T1,D2-020_T1,26,9.079516,0.088083
data_2,D2-020,T1,D2-020_T1,27,9.072533,0.090344
data_2,D2-020,T1,D2-020_T1,28,9.119541,0.092891
data_2,D2-020,T1,D2-020_T1,29,9.114404,0.094313
data_2,D2-020,T1,D2-020_T1,30,9.180136,0.096815
data_2,D2-020,T1,D2-020_T1,31,9.350202,0.100235
data_2,D2-020,T1,D2-020_T1,32,9.401966,0.102879
data_2,D2-020,T1,D2-020_T1,33,9.405609,0.105021
data_2,D2-020,T1,D2-020_T1,34,9.355721,0.107412
data_2,D2-020,T1,D2-020_T1,35,9.190446,0.108875
data_2,D2-020,T1,D2-020_T1,36,9.195456,0.111811
data_2,D2-020,T1,D2-020_T1,37,9.208829,0.114392
data_2,D2-020,T1,D2-020_T1,38,9.341098,0.117495
data_2,D2-020,T1,D2-020_T1,39,9.834348,0.122230
data_2,D2-020,T1,D2-020_T1,40,10.099544,0.126234
data_2,D2-020,T1,D2-020_T1,41,10.012732,0.127751
data_2,D2-020,T1,D2-020_T1,42,9.816938,0.130317
data_2,D2-020,T1,D2-020_T1,43,9.750821,0.133455
data_2,D2-020,T1,D2-020_T1,44,9.782466,0.135389
data_2,D2-020,T1,D2-020_T1,45,9.865829,0.137666
data_2,D2-020,T1,D2-020_T1,46,9.878919,0.139101
data_2,D2-020,T1,D2-020_T1,47,9.791277,0.138942
data_2,D2-020,T1,D2-020_T1,48,9.716680,0.138817
data_2,D2-020,T1,D2-020_T1,49,9.426537,0.137408
data_2,D2-020,T1,D2-020_T1,50,9.224315,0.135925
data_2,D2-020,T1,D2-020_T1,51,9.214039,0.135053
data_2,D2-020,T1,D2-020_T1,52,9.141763,0.133418
data_2,D2-020,T1,D2-020_T1,53,9.283531,0.133117
data_2,D2-020,T1,D2-020_T1,54,9.402475,0.133223
data_2,D2-020,T1,D2-020_T1,55,9.508833,0.133649
data_2,D2-020,T1,D2-020_T1,56,9.416418,0.132862
data_2,D2-020,T1,D2-020_T1,57,9.505983,0.132408
data_2,D2-020,T1,D2-020_T1,58,9.603496,0.131921
data_2,D2-020,T1,D2-020_T1,59,9.362753,0.128037
data_2,D2-020,T1,D2-020_T1,60,8.910999,0.123418
data_2,D2-020,T1,D2-020_T1,61,8.437533,0.119256
data_2,D2-020,T1,D2-020_T1,62,8.311592,0.116625
data_2,D2-020,T1,D2-020_T1,63,8.312867,0.115724
data_2,D2-020,T1,D2-020_T1,64,8.436916,0.115414
data_2,D2-020,T1,D2-020_T1,65,8.493063,0.114482
data_2,D2-020,T1,D2-020_T1,66,8.523087,0.113756
data_2,D2-020,T1,D2-020_T1,67,8.575289,0.112906
data_2,D2-020,T1,D2-020_T1,68,8.623795,0.111743
data_2,D2-020,T1,D2-020_T1,69,8.691614,0.110995
data_2,D2-020,T1,D2-020_T1,70,8.838038,0.110497
data_2,D2-020,T1,D2-020_T1,71,8.964865,0.110598
data_2,D2-020,T1,D2-020_T1,72,9.075800,0.110164
data_2,D2-020,T1,D2-020_T1,73,9.057537,0.109182
data_2,D2-020,T1,D2-020_T1,74,9.068199,0.108521
data_2,D2-020,T1,D2-020_T1,75,9.043105,0.107776
data_2,D2-020,T1,D2-020_T1,76,8.812827,0.107286
data_2,D2-020,T1,D2-020_T1,77,8.516097,0.105861
data_2,D2-020,T1,D2-020_T1,78,8.961001,0.108127
data_2,D2-020,T1,D2-020_T1,79,9.007315,0.108491
data_2,D2-020,T1,D2-020_T1,80,9.067020,0.109976
data_2,D2-020,T1,D2-020_T1,81,8.984633,0.110808
data_2,D2-020,T1,D2-020_T1,82,8.670927,0.110053
data_2,D2-020,T1,D2-020_T1,83,8.315928,0.109597
data_2,D2-020,T2,D2-020_T2,0,5.593135,0.186532
data_2,D2-020,T2,D2-020_T2,1,5.595497,0.186440
data_2,D2-020,T2,D2-020_T2,2,5.483317,0.185018
data_2,D2-020,T2,D2-020_T2,3,5.375791,0.181297
data_2,D2-020,T2,D2-020_T2,4,5.373725,0.183874
data_2,D2-020,T2,D2-020_T2,5,5.423054,0.184962
data_2,D2-020,T2,D2-020_T2,6,5.599430,0.193730
data_2,D2-020,T2,D2-020_T2,7,5.613323,0.194272
data_2,D2-020,T2,D2-020_T2,8,5.580323,0.200896
data_2,D2-020,T2,D2-020_T2,9,5.485142,0.204397
data_2,D2-020,T2,D2-020_T2,10,5.244465,0.206527
data_2,D2-020,T2,D2-020_T2,11,5.108180,0.209872
data_2,D2-020,T2,D2-020_T2,12,6.154680,0.223932
data_2,D2-020,T2,D2-020_T2,13,6.052968,0.230676
data_2,D2-020,T2,D2-020_T2,14,5.991238,0.233104
data_2,D2-020,T2,D2-020_T2,15,5.192157,0.232973
data_2,D2-020,T2,D2-020_T2,16,5.481884,0.240998
data_2,D2-020,T2,D2-020_T2,17,5.758439,0.241768
data_2,D2-020,T2,D2-020_T2,18,5.807944,0.243581
data_2,D2-020,T2,D2-020_T2,19,5.844171,0.243228
data_2,D2-020,T2,D2-020_T2,20,5.994277,0.241045
data_2,D2-020,T2,D2-020_T2,21,6.208241,0.240969
data_2,D2-020,T2,D2-020_T2,22,6.189380,0.239081
data_2,D2-020,T2,D2-020_T2,23,6.075260,0.241403
data_2,D2-020,T2,D2-020_T2,24,6.005867,0.236313
data_2,D2-020,T2,D2-020_T2,25,5.895909,0.237386
data_2,D2-020,T2,D2-020_T2,26,5.675989,0.234033
data_2,D2-020,T2,D2-020_T2,27,5.516418,0.229641
data_2,D2-020,T2,D2-020_T2,28,5.295082,0.227681
data_2,D2-020,T2,D2-020_T2,29,5.133031,0.227977
data_2,D2-020,T2,D2-020_T2,30,4.898657,0.226779
data_2,D2-020,T2,D2-020_T2,31,4.857121,0.230684
data_2,D2-020,T2,D2-020_T2FS,0,6.753463,0.161448
data_2,D2-020,T2,D2-020_T2FS,1,7.146646,0.165409
data_2,D2-020,T2,D2-020_T2FS,2,8.134331,0.170512
data_2,D2-020,T2,D2-020_T2FS,3,9.937420,0.176849
data_2,D2-020,T2,D2-020_T2FS,4,10.812515,0.183755
data_2,D2-020,T2,D2-020_T2FS,5,10.952866,0.187983
data_2,D2-020,T2,D2-020_T2FS,6,11.909999,0.197623
data_2,D2-020,T2,D2-020_T2FS,7,11.597189,0.198135
data_2,D2-020,T2,D2-020_T2FS,8,11.089050,0.196784
data_2,D2-020,T2,D2-020_T2FS,9,11.930562,0.201486
data_2,D2-020,T2,D2-020_T2FS,10,12.190470,0.205850
data_2,D2-020,T2,D2-020_T2FS,11,13.879557,0.217865
data_2,D2-020,T2,D2-020_T2FS,12,15.023720,0.241525
data_2,D2-020,T2,D2-020_T2FS,13,13.987459,0.243461
data_2,D2-020,T2,D2-020_T2FS,14,13.431104,0.244059
data_2,D2-020,T2,D2-020_T2FS,15,13.200302,0.242550
data_2,D2-020,T2,D2-020_T2FS,16,14.354345,0.239805
data_2,D2-020,T2,D2-020_T2FS,17,12.887719,0.217912
data_2,D2-020,T2,D2-020_T2FS,18,11.515799,0.211956
data_2,D2-020,T2,D2-020_T2FS,19,11.632320,0.212780
data_2,D2-020,T2,D2-020_T2FS,20,11.827425,0.211676
data_2,D2-020,T2,D2-020_T2FS,21,11.901100,0.210366
data_2,D2-020,T2,D2-020_T2FS,22,12.167181,0.207971
data_2,D2-020,T2,D2-020_T2FS,23,12.292656,0.203144
data_2,D2-020,T2,D2-020_T2FS,24,12.039485,0.195047
data_2,D2-020,T2,D2-020_T2FS,25,12.374281,0.192380
data_2,D2-020,T2,D2-020_T2FS,26,11.152116,0.183907
data_2,D2-020,T2,D2-020_T2FS,27,11.006530,0.179226
data_2,D2-020,T2,D2-020_T2FS,28,10.619894,0.173856
data_2,D2-020,T2,D2-020_T2FS,29,10.395814,0.168690
data_2,D2-020,T2,D2-020_T2FS,30,10.461951,0.164467
data_2,D2-020,T2,D2-020_T2FS,31,9.938436,0.158552
data_2,D2-020,T2,D2-020_T2FS,32,12.240151,0.162474
data_2,D2-020,T2,D2-020_T2FS,33,12.758475,0.162082
data_2,D2-021,T1,D2-021_T1,0,5.938604,0.233355
data_2,D2-021,T1,D2-021_T1,1,6.064941,0.236914
data_2,D2-021,T1,D2-021_T1,2,6.123686,0.239007
data_2,D2-021,T1,D2-021_T1,3,6.156493,0.239569
data_2,D2-021,T1,D2-021_T1,4,6.205349,0.240036
data_2,D2-021,T1,D2-021_T1,5,6.254251,0.240957
data_2,D2-021,T1,D2-021_T1,6,6.283153,0.241473
data_2,D2-021,T1,D2-021_T1,7,6.279334,0.241754
data_2,D2-021,T1,D2-021_T1,8,6.303266,0.241587
data_2,D2-021,T1,D2-021_T1,9,6.339707,0.241681
data_2,D2-021,T1,D2-021_T1,10,6.419549,0.241610
data_2,D2-021,T1,D2-021_T1,11,6.501680,0.242041
data_2,D2-021,T1,D2-021_T1,12,6.604612,0.242320
data_2,D2-021,T1,D2-021_T1,13,6.684192,0.241827
data_2,D2-021,T1,D2-021_T1,14,6.738087,0.242760
data_2,D2-021,T1,D2-021_T1,15,6.777274,0.243614
data_2,D2-021,T1,D2-021_T1,16,6.781575,0.242719
data_2,D2-021,T1,D2-021_T1,17,6.781754,0.243021
data_2,D2-021,T1,D2-021_T1,18,6.755636,0.243148
data_2,D2-021,T1,D2-021_T1,19,6.742868,0.243136
data_2,D2-021,T1,D2-021_T1,20,6.748743,0.242792
data_2,D2-021,T1,D2-021_T1,21,6.706554,0.242564
data_2,D2-021,T1,D2-021_T1,22,6.673274,0.242950
data_2,D2-021,T1,D2-021_T1,23,6.626805,0.243744
data_2,D2-021,T1,D2-021_T1,24,6.583846,0.244157
data_2,D2-021,T1,D2-021_T1,25,6.528520,0.243920
data_2,D2-021,T1,D2-021_T1,26,6.497456,0.243860
data_2,D2-021,T1,D2-021_T1,27,6.476101,0.244008
data_2,D2-021,T1,D2-021_T1,28,6.447252,0.244280
data_2,D2-021,T1,D2-021_T1,29,6.406513,0.244582
data_2,D2-021,T1,D2-021_T1,30,6.379869,0.244665
data_2,D2-021,T1,D2-021_T1,31,6.374601,0.244809
data_2,D2-021,T1,D2-021_T1,32,6.418241,0.246252
data_2,D2-021,T1,D2-021_T1,33,6.484091,0.247326
data_2,D2-021,T1,D2-021_T1,34,6.591358,0.248145
data_2,D2-021,T1,D2-021_T1,35,6.716888,0.248485
data_2,D2-021,T1,D2-021_T1,36,6.728837,0.248965
data_2,D2-021,T1,D2-021_T1,37,6.865573,0.250947
data_2,D2-021,T1,D2-021_T1,38,6.950625,0.253575
data_2,D2-021,T1,D2-021_T1,39,6.999715,0.256459
data_2,D2-021,T1,D2-021_T1,40,7.063428,0.259492
data_2,D2-021,T1,D2-021_T1,41,7.192018,0.261925
data_2,D2-021,T1,D2-021_T1,42,7.298548,0.263459
data_2,D2-021,T1,D2-021_T1,43,7.393424,0.263938
data_2,D2-021,T1,D2-021_T1,44,7.447964,0.263339
data_2,D2-021,T1,D2-021_T1,45,7.475391,0.263346
data_2,D2-021,T1,D2-021_T1,46,7.464347,0.263837
data_2,D2-021,T1,D2-021_T1,47,7.460276,0.263631
data_2,D2-021,T1,D2-021_T1,48,7.446469,0.263324
data_2,D2-021,T1,D2-021_T1,49,7.406963,0.263567
data_2,D2-021,T1,D2-021_T1,50,7.377303,0.264523
data_2,D2-021,T1,D2-021_T1,51,7.332126,0.264667
data_2,D2-021,T1,D2-021_T1,52,7.287750,0.264257
data_2,D2-021,T1,D2-021_T1,53,7.250093,0.263292
data_2,D2-021,T1,D2-021_T1,54,7.242069,0.262723
data_2,D2-021,T1,D2-021_T1,55,7.242203,0.262251
data_2,D2-021,T1,D2-021_T1,56,7.237779,0.261385
data_2,D2-021,T1,D2-021_T1,57,7.219751,0.260370
data_2,D2-021,T1,D2-021_T1,58,7.129492,0.259652
data_2,D2-021,T1,D2-021_T1,59,7.031608,0.259035
data_2,D2-021,T1,D2-021_T1,60,6.917727,0.257965
data_2,D2-021,T1,D2-021_T1,61,6.816486,0.256646
data_2,D2-021,T1,D2-021_T1,62,6.745080,0.256509
data_2,D2-021,T1,D2-021_T1,63,6.646743,0.256161
data_2,D2-021,T1,D2-021_T1,64,6.525968,0.256033
data_2,D2-021,T1,D2-021_T1,65,6.408001,0.256040
data_2,D2-021,T1,D2-021_T1,66,6.259706,0.254949
data_2,D2-021,T1,D2-021_T1,67,6.105050,0.254634
data_2,D2-021,T1,D2-021_T1,68,5.973141,0.255335
data_2,D2-021,T1,D2-021_T1,69,5.873456,0.255742
data_2,D2-021,T1,D2-021_T1,70,5.801263,0.256348
data_2,D2-021,T1,D2-021_T1,71,5.766392,0.256724
data_2,D2-021,T1,D2-021_T1,72,5.759300,0.256882
data_2,D2-021,T1,D2-021_T1,73,5.744750,0.257792
data_2,D2-021,T1,D2-021_T1,74,5.718244,0.258710
data_2,D2-021,T1,D2-021_T1,75,5.663554,0.259632
data_2,D2-021,T1,D2-021_T1,76,5.622878,0.261221
data_2,D2-021,T1,D2-021_T1,77,5.560267,0.262858
data_2,D2-021,T1,D2-021_T1,78,5.508185,0.264021
data_2,D2-021,T1,D2-021_T1,79,5.469827,0.266341
data_2,D2-021,T1,D2-021_T1,80,5.409447,0.269590
data_2,D2-021,T1,D2-021_T1,81,5.362696,0.271988
data_2,D2-021,T1,D2-021_T1,82,5.325994,0.274187
data_2,D2-021,T1,D2-021_T1,83,5.243675,0.275972
data_2,D2-021,T1,D2-021_T1,84,5.149857,0.277554
data_2,D2-021,T1,D2-021_T1FS,0,6.210478,0.220778
data_2,D2-021,T1,D2-021_T1FS,1,6.242401,0.221622
data_2,D2-021,T1,D2-021_T1FS,2,6.277181,0.221240
data_2,D2-021,T1,D2-021_T1FS,3,6.351781,0.222211
data_2,D2-021,T1,D2-021_T1FS,4,6.506613,0.222464
data_2,D2-021,T1,D2-021_T1FS,5,6.598596,0.221832
data_2,D2-021,T1,D2-021_T1FS,6,6.656645,0.222211
data_2,D2-021,T1,D2-021_T1FS,7,6.702928,0.222131
data_2,D2-021,T1,D2-021_T1FS,8,6.969752,0.223449
data_2,D2-021,T1,D2-021_T1FS,9,7.378074,0.225515
data_2,D2-021,T1,D2-021_T1FS,10,7.805861,0.226396
data_2,D2-021,T1,D2-021_T1FS,11,8.005087,0.227190
data_2,D2-021,T1,D2-021_T1FS,12,8.233755,0.228666
data_2,D2-021,T1,D2-021_T1FS,13,8.341147,0.229775
data_2,D2-021,T1,D2-021_T1FS,14,8.484824,0.230876
data_2,D2-021,T1,D2-021_T1FS,15,8.505071,0.231507
data_2,D2-021,T1,D2-021_T1FS,16,8.125644,0.230820
data_2,D2-021,T1,D2-021_T1FS,17,8.217556,0.231607
data_2,D2-021,T1,D2-021_T1FS,18,8.606547,0.233010
data_2,D2-021,T1,D2-021_T1FS,19,8.863395,0.234019
data_2,D2-021,T1,D2-021_T1FS,20,8.831395,0.234386
data_2,D2-021,T1,D2-021_T1FS,21,8.977121,0.235242
data_2,D2-021,T1,D2-021_T1FS,22,9.108027,0.236255
data_2,D2-021,T1,D2-021_T1FS,23,9.159394,0.237191
data_2,D2-021,T1,D2-021_T1FS,24,9.043253,0.237744
data_2,D2-021,T1,D2-021_T1FS,25,8.941246,0.236559
data_2,D2-021,T1,D2-021_T1FS,26,8.775357,0.236374
data_2,D2-021,T1,D2-021_T1FS,27,8.577039,0.235812
data_2,D2-021,T1,D2-021_T1FS,28,8.575930,0.235869
data_2,D2-021,T1,D2-021_T1FS,29,8.760965,0.236458
data_2,D2-021,T1,D2-021_T1FS,30,8.807487,0.236808
data_2,D2-021,T1,D2-021_T1FS,31,8.737318,0.236531
data_2,D2-021,T1,D2-021_T1FS,32,8.604379,0.236254
data_2,D2-021,T1,D2-021_T1FS,33,8.572803,0.236969
data_2,D2-021,T1,D2-021_T1FS,34,8.688424,0.238605
data_2,D2-021,T1,D2-021_T1FS,35,8.773203,0.239934
data_2,D2-021,T1,D2-021_T1FS,36,8.740718,0.241044
data_2,D2-021,T1,D2-021_T1FS,37,8.797682,0.242055
data_2,D2-021,T1,D2-021_T1FS,38,8.844254,0.243276
data_2,D2-021,T1,D2-021_T1FS,39,8.938599,0.245683
data_2,D2-021,T1,D2-021_T1FS,40,9.113103,0.246600
data_2,D2-021,T1,D2-021_T1FS,41,9.225643,0.247872
data_2,D2-021,T1,D2-021_T1FS,42,9.404733,0.249647
data_2,D2-021,T1,D2-021_T1FS,43,9.355999,0.250416
data_2,D2-021,T1,D2-021_T1FS,44,9.446812,0.252397
data_2,D2-021,T1,D2-021_T1FS,45,9.728407,0.255424
data_2,D2-021,T1,D2-021_T1FS,46,10.153280,0.258317
data_2,D2-021,T1,D2-021_T1FS,47,10.392509,0.259822
data_2,D2-021,T1,D2-021_T1FS,48,10.323333,0.260521
data_2,D2-021,T1,D2-021_T1FS,49,10.060358,0.260451
data_2,D2-021,T1,D2-021_T1FS,50,9.991037,0.260681
data_2,D2-021,T1,D2-021_T1FS,51,10.072531,0.261474
data_2,D2-021,T1,D2-021_T1FS,52,10.168197,0.261684
data_2,D2-021,T1,D2-021_T1FS,53,10.024786,0.260997
data_2,D2-021,T1,D2-021_T1FS,54,9.904253,0.260134
data_2,D2-021,T1,D2-021_T1FS,55,9.819850,0.259156
data_2,D2-021,T1,D2-021_T1FS,56,9.796722,0.258347
data_2,D2-021,T1,D2-021_T1FS,57,9.867180,0.257704
data_2,D2-021,T1,D2-021_T1FS,58,9.849479,0.257768
data_2,D2-021,T1,D2-021_T1FS,59,9.847169,0.257527
data_2,D2-021,T1,D2-021_T1FS,60,9.907602,0.257319
data_2,D2-021,T1,D2-021_T1FS,61,10.038483,0.257971
data_2,D2-021,T1,D2-021_T1FS,62,10.081354,0.258342
data_2,D2-021,T1,D2-021_T1FS,63,10.155045,0.258223
data_2,D2-021,T1,D2-021_T1FS,64,10.285053,0.258356
data_2,D2-021,T1,D2-021_T1FS,65,10.429276,0.258944
data_2,D2-021,T1,D2-021_T1FS,66,10.632628,0.259429
data_2,D2-021,T1,D2-021_T1FS,67,10.643809,0.259274
data_2,D2-021,T1,D2-021_T1FS,68,10.296724,0.258388
data_2,D2-021,T1,D2-021_T1FS,69,10.000701,0.257741
data_2,D2-021,T1,D2-021_T1FS,70,10.035646,0.257981
data_2,D2-021,T1,D2-021_T1FS,71,9.970523,0.258216
data_2,D2-021,T1,D2-021_T1FS,72,10.071354,0.258823
data_2,D2-021,T1,D2-021_T1FS,73,10.234270,0.259366
data_2,D2-021,T1,D2-021_T1FS,74,10.091131,0.259948
data_2,D2-021,T1,D2-021_T1FS,75,10.033202,0.260455
data_2,D2-021,T1,D2-021_T1FS,76,9.829797,0.259875
data_2,D2-021,T1,D2-021_T1FS,77,9.567767,0.259547
data_2,D2-021,T1,D2-021_T1FS,78,9.492018,0.259757
data_2,D2-021,T1,D2-021_T1FS,79,9.431603,0.260163
data_2,D2-021,T1,D2-021_T1FS,80,9.538968,0.261351
data_2,D2-021,T1,D2-021_T1FS,81,9.425791,0.262055
data_2,D2-021,T1,D2-021_T1FS,82,9.395282,0.263267
data_2,D2-021,T1,D2-021_T1FS,83,9.239689,0.264133
data_2,D2-021,T1,D2-021_T1FS,84,9.089085,0.264824
data_2,D2-021,T2,D2-021_T2FS,0,6.096657,0.135858
data_2,D2-021,T2,D2-021_T2FS,1,6.553983,0.141640
data_2,D2-021,T2,D2-021_T2FS,2,6.858931,0.147049
data_2,D2-021,T2,D2-021_T2FS,3,7.848786,0.157356
data_2,D2-021,T2,D2-021_T2FS,4,9.098129,0.167683
data_2,D2-021,T2,D2-021_T2FS,5,10.148207,0.177678
data_2,D2-021,T2,D2-021_T2FS,6,9.597575,0.178528
data_2,D2-021,T2,D2-021_T2FS,7,9.259713,0.179932
data_2,D2-021,T2,D2-021_T2FS,8,9.513135,0.183510
data_2,D2-021,T2,D2-021_T2FS,9,9.891704,0.187148
data_2,D2-021,T2,D2-021_T2FS,10,11.591439,0.195806
data_2,D2-021,T2,D2-021_T2FS,11,14.756278,0.217622
data_2,D2-021,T2,D2-021_T2FS,12,14.470503,0.231703
data_2,D2-021,T2,D2-021_T2FS,13,13.341069,0.233266
data_2,D2-021,T2,D2-021_T2FS,14,12.245529,0.235583
data_2,D2-021,T2,D2-021_T2FS,15,11.505892,0.241144
data_2,D2-021,T2,D2-021_T2FS,16,10.886513,0.244990
data_2,D2-021,T2,D2-021_T2FS,17,10.761564,0.247110
data_2,D2-021,T2,D2-021_T2FS,18,11.597398,0.249646
data_2,D2-021,T2,D2-021_T2FS,19,12.420665,0.249302
data_2,D2-021,T2,D2-021_T2FS,20,12.575387,0.234361
data_2,D2-021,T2,D2-021_T2FS,21,12.523809,0.228728
data_2,D2-021,T2,D2-021_T2FS,22,12.268556,0.225277
data_2,D2-021,T2,D2-021_T2FS,23,12.022403,0.221619
data_2,D2-021,T2,D2-021_T2FS,24,11.702744,0.219734
data_2,D2-021,T2,D2-021_T2FS,25,11.340809,0.216369
data_2,D2-021,T2,D2-021_T2FS,26,11.281805,0.214980
data_2,D2-021,T2,D2-021_T2FS,27,10.881582,0.211360
data_2,D2-021,T2,D2-021_T2FS,28,11.026038,0.210774
data_2,D2-021,T2,D2-021_T2FS,29,11.618550,0.210991
data_2,D2-021,T2,D2-021_T2FS,30,11.699664,0.211173
data_2,D2-021,T2,D2-021_T2FS,31,12.262009,0.210514
data_2,D2-021,T2,D2-021_T2FS,32,12.664451,0.210313
data_2,D2-021,T2,D2-021_T2FS,33,12.946994,0.212279
data_2,D2-021,T2,D2-021_T2FS,34,12.773596,0.208425
data_2,D2-021,T2,D2-021_T2FS,35,12.960093,0.210371
data_2,D2-022,T1,D2-022_T1,0,8.769023,0.453333
data_2,D2-022,T1,D2-022_T1,1,8.793409,0.454204
data_2,D2-022,T1,D2-022_T1,2,8.864891,0.453870
data_2,D2-022,T1,D2-022_T1,3,8.856426,0.453820
data_2,D2-022,T1,D2-022_T1,4,8.890162,0.453555
data_2,D2-022,T1,D2-022_T1,5,8.930622,0.453626
data_2,D2-022,T1,D2-022_T1,6,8.946380,0.451508
data_2,D2-022,T1,D2-022_T1,7,8.984097,0.449702
data_2,D2-022,T1,D2-022_T1,8,9.049549,0.449104
data_2,D2-022,T1,D2-022_T1,9,9.053090,0.447867
data_2,D2-022,T1,D2-022_T1,10,9.119330,0.445654
data_2,D2-022,T1,D2-022_T1,11,9.163889,0.445166
data_2,D2-022,T1,D2-022_T1,12,9.196825,0.444765
data_2,D2-022,T1,D2-022_T1,13,9.256406,0.443778
data_2,D2-022,T1,D2-022_T1,14,9.328522,0.443671
data_2,D2-022,T1,D2-022_T1,15,9.323753,0.442832
data_2,D2-022,T1,D2-022_T1,16,9.312697,0.441893
data_2,D2-022,T1,D2-022_T1,17,9.175323,0.441920
data_2,D2-022,T1,D2-022_T1,18,9.067015,0.441229
data_2,D2-022,T1,D2-022_T1,19,9.039982,0.439974
data_2,D2-022,T1,D2-022_T1,20,8.974344,0.439334
